employee_id,p_attrition,median_survival_months,ev,risk_tier,top_shap_drivers,band,circle,department,gender,tenure_months,compa_ratio,perf_rating_current,months_since_promotion,months_since_hike
JIO10354,0.9999994767943812,131.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""login_freq_30d"", ""shap"": -24.4454}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.662}]",5.0,UP East,Technology,F,105.0,1.014,3.51,35.0,14.0
JIO10353,1.0,57.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 89.3955}, {""feature"": ""login_freq_30d"", ""shap"": -43.6671}, {""feature"": ""career_promotion_velocity"", ""shap"": 7.4639}]",4.0,Maharashtra,Finance,F,32.0,1.007,3.81,13.0,21.0
JIO10351,1.0,136.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -36.8383}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.9893}]",4.0,Karnataka,Technology,M,60.0,0.999,2.8,19.0,8.0
JIO10350,1.0,80.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -34.953}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.6884}]",4.0,Punjab,Sales,F,63.0,1.106,2.97,25.0,16.0
JIO10349,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -42.9543}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.9893}]",5.0,Punjab,Finance,M,90.0,0.997,3.27,26.0,15.0
JIO10348,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 89.3955}, {""feature"": ""login_freq_30d"", ""shap"": -37.1142}, {""feature"": ""career_promotion_velocity"", ""shap"": 12.6842}]",7.0,West Bengal,Network,M,136.0,0.862,2.8,24.0,23.0
JIO10347,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""login_freq_30d"", ""shap"": -36.9533}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.0104}]",4.0,Karnataka,Sales,F,103.0,1.23,2.62,29.0,20.0
JIO10346,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -56.4968}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.4298}]",4.0,Tamil Nadu,IT,F,152.0,0.797,4.0,37.0,11.0
JIO10344,1.0,160.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""login_freq_30d"", ""shap"": -48.6104}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.662}]",5.0,Karnataka,HR,M,87.0,0.837,3.54,35.0,16.0
JIO10343,1.0,97.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -28.9979}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.7095}]",3.0,Punjab,Technology,F,53.0,1.004,4.68,33.0,7.0
JIO10374,0.9999999999993059,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""login_freq_30d"", ""shap"": -42.9773}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.1164}]",4.0,Maharashtra,Operations,F,82.0,1.117,5.0,18.0,12.0
JIO10373,0.9999999999999778,113.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -32.4928}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.6799}]",4.0,Gujarat,IT,M,93.0,0.962,3.2,11.0,19.0
JIO10372,1.0,139.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -52.0133}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.146}]",4.0,Delhi,Operations,M,95.0,0.853,2.74,8.0,14.0
JIO10371,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.0908}, {""feature"": ""login_freq_30d"", ""shap"": -39.9883}]",4.0,UP East,Operations,F,172.0,0.919,3.67,42.0,11.0
JIO10370,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""career_promotion_velocity"", ""shap"": 70.8532}, {""feature"": ""login_freq_30d"", ""shap"": -30.1935}]",3.0,Maharashtra,IT,F,152.0,0.976,3.95,31.0,12.0
JIO10369,0.9999999999998825,74.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -57.1636}, {""feature"": ""career_tenure_at_band"", ""shap"": -9.0642}]",4.0,Gujarat,Finance,M,36.0,1.157,3.28,18.0,22.0
JIO10368,1.0,143.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.1967}, {""feature"": ""login_freq_30d"", ""shap"": -25.894}]",4.0,Gujarat,Finance,M,151.0,0.864,2.91,16.0,6.0
JIO10367,1.0,86.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.701}, {""feature"": ""login_freq_30d"", ""shap"": -30.7683}]",3.0,Delhi,IT,M,68.0,0.958,2.57,5.0,6.0
JIO10366,1.0,123.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.8734}, {""feature"": ""login_freq_30d"", ""shap"": -14.4438}]",5.0,Mumbai,HR,F,115.0,1.034,2.66,5.0,18.0
JIO10364,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -42.5404}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.5061}]",5.0,Delhi,Technology,M,177.0,1.16,2.98,35.0,19.0
JIO10363,1.0,48.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -28.63}, {""feature"": ""leave_days_30d"", ""shap"": 8.9084}]",4.0,Delhi,IT,M,33.0,0.964,2.05,17.0,18.0
JIO10362,1.0,46.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -52.4501}, {""feature"": ""career_tenure_at_band"", ""shap"": -8.5584}]",3.0,Delhi,Operations,F,17.0,1.125,3.21,17.0,18.0
JIO10361,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 81.1074}, {""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -47.8977}]",3.0,Karnataka,Technology,M,174.0,0.732,4.31,14.0,19.0
JIO10360,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""login_freq_30d"", ""shap"": -44.3108}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.2942}]",4.0,Maharashtra,IT,M,160.0,0.864,2.39,37.0,2.0
JIO10359,0.9999999990146502,164.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -46.748}, {""feature"": ""career_promotion_velocity"", ""shap"": 43.8196}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Maharashtra,Network,F,94.0,1.076,2.55,15.0,19.0
JIO11685,1.0,71.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -39.0686}, {""feature"": ""career_tenure_at_band"", ""shap"": -5.5239}]",6.0,Rajasthan,HR,F,32.0,1.149,3.77,11.0,14.0
JIO11684,1.0,167.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -37.0682}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.2816}]",6.0,UP East,Technology,F,174.0,1.134,4.46,35.0,7.0
JIO11682,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 77.3786}, {""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -47.8517}]",3.0,Gujarat,Network,F,166.0,0.898,3.43,23.0,8.0
JIO11681,0.9999999211907062,59.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""login_freq_30d"", ""shap"": -25.871}, {""feature"": ""band"", ""shap"": 1.9837}]",5.0,Tamil Nadu,IT,F,8.0,0.956,3.93,3.0,12.0
JIO11680,0.9999999999998499,167.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 37.0611}, {""feature"": ""login_freq_30d"", ""shap"": -33.8263}, {""feature"": ""tenure_months"", ""shap"": 13.9758}]",4.0,Karnataka,Finance,M,159.0,0.862,2.75,12.0,16.0
JIO11678,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""career_promotion_velocity"", ""shap"": 55.0059}, {""feature"": ""login_freq_30d"", ""shap"": -48.8633}]",3.0,Punjab,IT,F,118.0,0.94,3.07,3.0,18.0
JIO11677,1.0,68.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.1078}, {""feature"": ""login_freq_30d"", ""shap"": -24.2155}]",3.0,Gujarat,Technology,M,56.0,1.161,3.18,37.0,7.0
JIO11676,1.0,120.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -40.701}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.04}]",3.0,Gujarat,HR,F,58.0,0.868,3.16,9.0,16.0
JIO11675,1.0,96.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""login_freq_30d"", ""shap"": -39.2295}, {""feature"": ""career_promotion_velocity"", ""shap"": 6.9978}]",4.0,UP East,IT,M,30.0,0.86,2.01,12.0,13.0
JIO11674,1.0,162.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.5542}, {""feature"": ""login_freq_30d"", ""shap"": -18.4674}]",5.0,Delhi,IT,M,158.0,0.974,2.24,6.0,17.0
JIO11672,1.0,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -35.1829}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.9341}]",4.0,Rajasthan,Technology,M,137.0,0.897,3.38,7.0,14.0
JIO10389,0.9999999999989322,172.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.1677}]",5.0,Maharashtra,HR,M,103.0,1.171,3.13,36.0,15.0
JIO10386,1.0,132.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 49.8788}, {""feature"": ""login_freq_30d"", ""shap"": -22.836}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Rajasthan,HR,M,107.0,0.975,3.48,35.0,8.0
JIO10385,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""career_promotion_velocity"", ""shap"": 61.0652}, {""feature"": ""login_freq_30d"", ""shap"": -54.2206}]",3.0,Karnataka,IT,F,131.0,0.988,3.47,13.0,2.0
JIO10384,0.9999999979960585,56.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""login_freq_30d"", ""shap"": -40.1952}, {""feature"": ""leave_days_30d"", ""shap"": 6.5532}]",3.0,Tamil Nadu,Network,M,12.0,1.079,1.87,4.0,18.0
JIO10383,1.0,172.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.595}, {""feature"": ""login_freq_30d"", ""shap"": -32.4928}]",4.0,Rajasthan,IT,F,157.0,1.058,4.36,38.0,6.0
JIO10382,1.0,149.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -33.0906}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.4469}]",5.0,Tamil Nadu,Technology,F,138.0,1.047,3.47,28.0,22.0
JIO10381,1.0,48.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -23.3418}, {""feature"": ""leave_days_30d"", ""shap"": 5.6021}]",4.0,West Bengal,IT,F,14.0,1.246000000000005,2.52,0.0,19.0
JIO10380,0.9999999999904736,33.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""login_freq_30d"", ""shap"": -22.0312}, {""feature"": ""leave_days_30d"", ""shap"": 6.8703}]",4.0,Rajasthan,Operations,M,6.0,1.163,3.09,0.0,3.0
JIO10379,0.9999999999999267,167.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -44.5178}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.3593}]",5.0,Maharashtra,Technology,M,131.0,1.082,3.14,39.0,6.0
JIO10377,1.0,155.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 120.6874}, {""feature"": ""career_promotion_velocity"", ""shap"": 44.2856}, {""feature"": ""login_freq_30d"", ""shap"": -39.8963}]",3.0,Mumbai,Finance,M,95.0,1.032,3.63,9.0,7.0
JIO10375,1.0,46.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -28.9519}, {""feature"": ""leave_days_30d"", ""shap"": 4.4547}]",4.0,Punjab,Network,M,13.0,1.007,3.49,6.0,22.0
JIO10404,1.0,75.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -44.2879}, {""feature"": ""leave_days_30d"", ""shap"": 3.4281}]",5.0,Mumbai,Sales,F,10.0,1.146,2.41,2.0,13.0
JIO10403,1.0,160.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.7603}, {""feature"": ""login_freq_30d"", ""shap"": -29.0899}]",4.0,Delhi,IT,F,162.0,1.01,2.39,1.0,7.0
JIO10401,0.9999999685730624,153.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -44.5178}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.1967}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",4.0,Delhi,HR,M,151.0,0.945,3.57,39.0,8.0
JIO10399,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""career_promotion_velocity"", ""shap"": 70.3871}, {""feature"": ""login_freq_30d"", ""shap"": -26.0089}]",3.0,Gujarat,Operations,M,151.0,0.93,3.15,13.0,5.0
JIO10398,1.0,165.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""career_promotion_velocity"", ""shap"": 55.472}, {""feature"": ""login_freq_30d"", ""shap"": -37.85}]",3.0,Delhi,Network,M,119.0,1.104,3.41,7.0,21.0
JIO10397,1.0,165.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""career_promotion_velocity"", ""shap"": 51.2771}, {""feature"": ""login_freq_30d"", ""shap"": -32.3778}]",3.0,Maharashtra,HR,M,110.0,0.922,4.02,3.0,21.0
JIO10395,1.0,121.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -32.1249}, {""feature"": ""career_tenure_at_band"", ""shap"": -10.0757}]",7.0,UP East,Technology,F,65.0,0.722,4.26,20.0,23.0
JIO10394,0.999999999999877,175.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.5272}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}]",4.0,Punjab,IT,F,161.0,0.923,3.62,3.0,23.0
JIO11669,1.0,122.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 38.2264}, {""feature"": ""login_freq_30d"", ""shap"": -29.4348}]",4.0,West Bengal,HR,M,164.0,1.002,3.53,38.0,7.0
JIO11665,0.9999999999999554,110.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -53.3698}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.6206}]",4.0,Mumbai,Finance,M,67.0,0.843,2.43,6.0,3.0
JIO11662,0.9999999999996181,169.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -50.4268}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.9511}]",6.0,Tamil Nadu,HR,M,154.0,0.929,2.89,33.0,16.0
JIO11661,1.0,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.362}, {""feature"": ""login_freq_30d"", ""shap"": -25.9399}]",4.0,UP East,Finance,F,156.0,1.028,3.74,30.0,23.0
JIO11660,1.0,150.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.9525}, {""feature"": ""career_tenure_at_band"", ""shap"": -22.7195}]",5.0,Delhi,Technology,M,167.0,1.079,2.03,45.0,5.0
JIO11658,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -46.0813}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.3508}]",5.0,Gujarat,Technology,M,176.0,1.085,3.3,2.0,13.0
JIO11657,0.9999999999997939,36.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""login_freq_30d"", ""shap"": -23.3188}, {""feature"": ""leave_days_30d"", ""shap"": 9.0896}]",3.0,Karnataka,HR,F,11.0,0.916,3.62,7.0,17.0
JIO11656,1.0,146.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -47.4148}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.0486}]",4.0,UP East,Technology,F,86.0,0.897,3.47,10.0,9.0
JIO11655,1.0,136.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""career_promotion_velocity"", ""shap"": 58.2686}, {""feature"": ""login_freq_30d"", ""shap"": -32.2399}]",3.0,Karnataka,Operations,M,125.0,1.102,2.65,18.0,17.0
JIO10421,1.0,41.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""login_freq_30d"", ""shap"": -18.0306}, {""feature"": ""career_promotion_velocity"", ""shap"": 10.0275}]",4.0,Karnataka,HR,F,43.0,0.79,2.86,16.0,20.0
JIO10419,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -35.5508}, {""feature"": ""career_promotion_velocity"", ""shap"": 18.3007}]",6.0,Tamil Nadu,Finance,F,157.0,0.932,4.31,20.0,6.0
JIO10418,1.0,36.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -10.2362}, {""feature"": ""leave_days_30d"", ""shap"": 9.769}]",4.0,West Bengal,Operations,M,3.0,0.994,2.96,1.0,23.0
JIO10417,1.0,171.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -54.0366}, {""feature"": ""career_promotion_velocity"", ""shap"": 53.6076}]",3.0,Gujarat,Finance,M,115.0,1.086,2.41,36.0,8.0
JIO10416,1.0,125.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -27.3195}, {""feature"": ""career_promotion_velocity"", ""shap"": 7.2309}]",4.0,Rajasthan,IT,M,31.0,0.882,2.6,4.0,8.0
JIO10415,1.0,170.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 71.3193}, {""feature"": ""login_freq_30d"", ""shap"": -31.5041}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.708}]",3.0,Maharashtra,HR,M,153.0,1.157,3.57,43.0,10.0
JIO10414,1.0,146.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""career_promotion_velocity"", ""shap"": 44.2856}, {""feature"": ""login_freq_30d"", ""shap"": -39.1835}]",3.0,Karnataka,IT,F,95.0,1.117,2.6,3.0,0.0
JIO10413,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""career_promotion_velocity"", ""shap"": 56.8703}, {""feature"": ""login_freq_30d"", ""shap"": -19.64}]",3.0,Tamil Nadu,Network,M,122.0,0.825,3.43,30.0,15.0
JIO10411,1.0,113.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""login_freq_30d"", ""shap"": -25.0662}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.8155}]",4.0,Delhi,Finance,M,85.0,1.096,2.55,30.0,19.0
JIO10410,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -45.2995}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.5272}]",4.0,West Bengal,Sales,M,161.0,1.109,3.69,40.0,11.0
JIO10408,1.0,153.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""career_promotion_velocity"", ""shap"": 55.0059}, {""feature"": ""login_freq_30d"", ""shap"": -41.0919}]",3.0,West Bengal,Operations,F,118.0,1.134,3.73,29.0,21.0
JIO10407,1.0,54.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -36.8613}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.3876}]",3.0,Gujarat,Technology,F,33.0,0.771,4.0,3.0,22.0
JIO10438,1.0,113.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -41.5288}, {""feature"": ""career_promotion_velocity"", ""shap"": 8.8622}]",5.0,Rajasthan,Operations,F,57.0,1.039,3.9,4.0,2.0
JIO10437,1.0,152.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.7603}, {""feature"": ""tenure_months"", ""shap"": 14.2395}]",4.0,Tamil Nadu,Sales,F,162.0,1.182,2.69,3.0,5.0
JIO10436,0.9999999999869198,135.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -39.0686}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.8452}]",3.0,Maharashtra,Operations,M,49.0,1.077,4.38,37.0,2.0
JIO10435,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -51.1626}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.7306}]",4.0,Rajasthan,Technology,M,149.0,1.094,3.21,23.0,17.0
JIO10434,1.0,164.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""login_freq_30d"", ""shap"": -29.6417}, {""feature"": ""career_tenure_at_band"", ""shap"": -14.6274}]",5.0,Karnataka,Sales,M,87.0,1.021,3.43,29.0,7.0
JIO10433,0.9999999171587215,57.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -40.793}, {""feature"": ""leave_days_30d"", ""shap"": 2.4618}]",4.0,Rajasthan,Technology,F,4.0,0.913,3.34,0.0,13.0
JIO10432,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""career_promotion_velocity"", ""shap"": 58.7347}, {""feature"": ""login_freq_30d"", ""shap"": -42.8623}]",3.0,West Bengal,Network,M,126.0,1.052,3.22,1.0,14.0
JIO10431,1.0,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -29.3888}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.1756}]",4.0,Delhi,Sales,M,108.0,0.94,2.69,14.0,23.0
JIO10430,1.0,90.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""login_freq_30d"", ""shap"": -22.3991}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.5147}]",3.0,Rajasthan,Operations,F,44.0,1.134,2.81,19.0,14.0
JIO10429,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -44.9086}, {""feature"": ""career_promotion_velocity"", ""shap"": 16.0867}]",6.0,Maharashtra,Operations,F,138.0,0.938,2.64,13.0,14.0
JIO10428,1.0,76.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -47.3688}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}]",4.0,Delhi,Network,F,27.0,0.89,3.19,25.0,11.0
JIO10427,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.0881}]",5.0,Maharashtra,Sales,F,155.0,0.75,2.97,9.0,16.0
