employee_id,recency_manager_change,trend_login,trend_performance,trend_training,volatility_leave,volatility_performance,org_peer_attrition,org_manager_attrition,org_team_shrink,comp_compa_ratio,comp_hike_vs_median,comp_months_no_hike,career_tenure_at_band,career_promotion_velocity,overload_overtime_slope,overload_afterhours_login,is_new_joiner,onboard_completion_rate,onboard_manager_1on1s,interact_high_performer_no_promo,interact_underpaid_declining,interact_new_mgr_peer_left,interact_post_appraisal_dissatisfied,interact_overload_underpaid,interact_onboard_abandoned,interact_onboard_idle,band,tenure_months,perf_rating_current,login_freq_30d,training_completions_90d,leave_days_30d,gender_encoded,dept_Finance,dept_IT,dept_Network,dept_Operations,dept_Sales,dept_Technology,circle_Delhi,circle_Karnataka,circle_Maharashtra,circle_Mumbai,circle_Punjab,circle_Rajasthan,circle_Tamil Nadu,circle_UP East,circle_West Bengal,attrition_flag
JIO10212,420.0,-0.575,0.507,1,0.05542553191489362,0.507,6,0.232,0,0.953,4.51,7.0,25.0,46.5,0.4839006172226208,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,93.0,3.2,19.49,1.0,5.21,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10213,30.0,-0.058,0.095,1,0.038699186991869916,0.095,4,0.249,0,0.998,0.38,10.0,27.0,30.5,0.2279869379570293,0.0,0,1.0,0.0,1,0,1,0,0,0,0,6.0,122.0,4.03,15.25,2.0,4.76,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10214,120.0,-1.304,-0.197,1,0.04603305785123967,0.197,7,0.194,1,0.824,3.36,8.0,28.0,40.0,0.03965576437587903,4.0,0,1.0,0.0,0,1,0,0,0,0,0,5.0,120.0,2.61,8.63,4.0,5.57,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10215,690.0,0.413,-0.307,-1,0.03893617021276596,0.307,3,0.101,0,1.102,0.38,18.0,19.0,11.5,0.41563922717264357,3.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,46.0,2.71,13.85,0.0,1.83,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1.0
JIO10216,480.0,0.016,0.326,1,0.05513761467889908,0.326,8,0.106,1,0.813,1.54,22.0,35.0,108.0,-0.2704888250881501,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,108.0,2.85,21.22,1.0,6.01,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10217,1050.0,0.435,0.165,1,0.03863247863247863,0.165,12,0.596,0,0.939,0.62,16.0,41.0,58.0,-0.0828865123590031,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,116.0,3.35,16.94,3.0,4.52,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10218,720.0,-0.266,-0.362,1,0.12976190476190477,0.362,7,0.032,1,1.066,1.07,10.0,28.0,13.666666666666666,-0.019877241740186208,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,41.0,2.58,12.63,3.0,5.45,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0
JIO10219,840.0,-0.203,-0.237,1,0.040229885057471264,0.237,5,0.072,0,0.927,-1.98,12.0,20.0,43.0,0.17865594878521288,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,86.0,3.11,11.67,2.0,3.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.0
JIO10220,480.0,-0.281,0.039,1,0.028,0.039,4,0.007,0,1.064,1.11,11.0,11.0,23.5,0.810130498335728,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,94.0,3.25,21.31,1.0,2.66,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0
JIO10221,360.0,-0.205,-0.101,-1,0.05467289719626168,0.101,6,0.304,0,0.926,-2.73,9.0,11.0,53.0,-0.6535428174071117,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,106.0,3.27,23.25,0.0,5.85,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10222,870.0,-0.112,-0.526,1,0.06862745098039216,0.526,11,0.289,1,0.808,1.69,19.0,17.0,16.666666666666668,0.3901910666310797,0.0,0,1.0,0.0,0,1,0,0,1,0,0,5.0,50.0,3.18,21.03,2.0,3.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10223,660.0,-0.358,-0.507,1,0.2096,0.507,7,0.461,1,1.011,3.14,15.0,1.0,6.0,-0.41445055491637806,5.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,24.0,4.15,3.66999999999989,1.0,5.24,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0
JIO10224,120.0,0.474,0.949,1,0.010652173913043479,0.949,8,0.217,0,0.924,-1.36,8.0,0.0,91.0,-0.1651761530263017,3.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,91.0,2.09,13.34,1.0,0.98,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10225,540.0,-0.549,-0.089,1,0.029722222222222223,0.089,6,0.126,0,0.947,-2.94,4.0,3.0,107.0,0.3811327089385781,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,107.0,3.78,14.14,2.0,3.21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10226,600.0,-0.497,0.229,1,0.015176470588235295,0.229,6,0.089,0,1.237,-3.26,3.0,35.0,169.0,0.17249800668341198,1.0,0,1.0,0.0,1,0,0,0,0,0,0,3.0,169.0,4.55,3.66999999999989,2.0,2.58,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10227,960.0,0.213,-0.047,1,0.030915492957746475,0.047,8,0.009,0,1.074,0.84,2.0,31.0,70.5,-0.3772106722752571,0.0,0,1.0,0.0,1,0,0,0,0,0,0,4.0,141.0,4.7,19.01,1.0,4.39,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.0
JIO10228,780.0,-0.337,0.444,1,0.016946564885496184,0.444,6,0.206,0,1.036,-1.74,11.0,15.0,43.333333333333336,-0.2503562982409889,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,130.0,3.42,19.85,2.0,2.22,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10229,390.0,-0.243,0.499,1,0.0275,0.499,9,0.043,1,1.076,-3.62,10.0,5.0,51.5,0.23785921212713654,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,103.0,3.47,18.81,1.0,2.86,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0
JIO10230,240.0,0.205,0.593,1,0.0175609756097561,0.593,7,0.194,0,0.827,-3.83,9.0,40.0,61.0,-0.2556283211009978,0.0,0,1.0,0.0,1,0,0,0,0,0,0,4.0,122.0,4.01,25.0,4.0,2.16,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10231,510.0,0.832,-0.288,-1,0.02536144578313253,0.288,7,0.082,0,0.868,-0.59,3.0,7.0,82.5,0.07576050635369119,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,165.0,2.54,25.0,0.0,4.21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10232,660.0,0.27,0.388,1,0.03728813559322034,0.388,8,0.064,1,1.049,-1.04,19.0,47.0,29.0,0.015950143966334825,1.0,0,1.0,0.0,1,0,0,0,0,0,0,4.0,58.0,4.07,19.28,1.0,2.2,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10233,810.0,0.571,0.073,1,0.1225,0.073,6,0.186,0,1.094,2.82,13.0,5.0,3.75,-0.22806012166203596,0.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,15.0,3.7,14.4,4.0,1.96,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10234,90.0,-0.148,-0.132,1,0.0030120481927710845,0.132,6,0.35,0,0.846,-1.46,0.0,46.0,41.0,0.7503804312638639,0.0,0,1.0,0.0,0,1,0,0,1,0,0,4.0,82.0,3.22,13.04,1.0,0.25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10235,120.0,-0.016,0.325,1,0.003333333333333333,0.325,7,0.002,0,1.035,-0.89,11.0,42.0,48.666666666666664,0.2218716578113039,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,146.0,3.29,21.03,4.0,0.49,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO10236,930.0,0.149,-0.087,1,0.354,0.087,7,0.066,1,0.839,-0.48,1.0,0.0,4.5,-0.7087999053301625,3.0,1,1.0,7.0,0,0,0,0,0,0,0,4.0,9.0,2.67,22.35,1.0,3.54,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO10237,990.0,-0.603,-0.229,-1,0.03921052631578947,0.229,8,0.192,1,0.874,-5.43,19.0,31.0,56.5,0.21525901016929966,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,113.0,3.28,3.66999999999989,0.0,4.47,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0
JIO10238,750.0,0.022,-0.157,-1,0.02611464968152866,0.157,12,0.477,1,1.02,0.3,14.0,42.0,31.2,-0.08162526266893577,2.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,156.0,3.55,5.98,0.0,4.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10239,540.0,0.569,-0.356,1,0.030344827586206897,0.356,5,0.057,0,0.993,2.37,6.0,8.0,28.666666666666668,0.2983516671786784,4.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,86.0,3.83,15.7,4.0,2.64,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10240,330.0,0.192,0.21,1,0.04397849462365591,0.21,10,0.083,1,0.862,-3.76,20.0,31.0,92.0,-0.2773822584514452,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,92.0,1.82,15.95,2.0,4.09,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10241,840.0,0.052,0.272,1,0.04071428571428571,0.272,4,0.188,0,0.956,0.48,6.0,15.0,6.75,-0.040157754513414655,2.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,27.0,4.3,21.62,2.0,1.14,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO10242,420.0,0.324,-0.178,1,0.05541666666666667,0.178,7,0.226,0,1.029,6.41,23.0,21.0,47.0,0.17674554764316,3.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,47.0,3.12,14.96,3.0,2.66,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO10243,630.0,-0.628,-0.515,1,0.11823529411764706,0.515,2,0.177,0,0.784,-0.31,3.0,16.0,12.5,0.4530143179595425,2.0,0,1.0,0.0,0,1,0,0,1,0,0,6.0,50.0,3.53,9.37,2.0,6.03,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
JIO10244,30.0,0.378,-0.016,1,0.012303370786516854,0.016,8,0.403,0,1.094,-5.26,0.0,24.0,44.25,-0.42010374246952165,2.0,0,1.0,0.0,0,0,1,1,0,0,0,6.0,177.0,3.13,8.92,2.0,2.19,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10245,30.0,-0.533,-0.608,1,0.028235294117647056,0.608,5,0.454,0,1.001,2.1,23.0,23.0,23.6,0.032924567455668075,4.0,0,1.0,0.0,0,0,1,0,0,0,0,7.0,118.0,2.74,13.1,2.0,3.36,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
JIO10246,810.0,0.616,0.211,1,0.01932330827067669,0.211,4,0.139,0,0.997,-1.77,12.0,16.0,132.0,-0.16623085890633466,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,132.0,3.03,14.41,2.0,2.57,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10247,180.0,-0.437,0.063,1,0.07090909090909091,0.063,10,0.22,0,1.19,-1.02,0.0,10.0,54.0,-0.22866523140079914,4.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,54.0,3.82,18.85,3.0,3.9,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO10248,120.0,0.045,0.479,1,0.44,0.479,10,0.202,0,0.963,0.04,10.0,1.0,1.0,0.6179089840983839,1.0,1,0.8717832459491762,3.0,0,0,0,0,0,0,0,4.0,2.0,4.32,16.12,2.0,1.32,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10249,420.0,-0.184,-0.693,1,0.015274725274725273,0.693,10,0.106,0,0.807,2.02,22.0,2.0,22.5,0.14174359883633442,1.0,0,1.0,0.0,0,1,0,0,0,0,0,6.0,90.0,4.26,19.29,5.0,1.39,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10250,750.0,0.338,0.058,1,0.0165625,0.058,6,0.078,0,0.975,-3.25,0.0,45.0,53.0,-0.44130938401726577,4.0,0,1.0,0.0,1,0,0,1,0,0,0,5.0,159.0,4.16,15.3,3.0,2.65,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10251,180.0,-0.776,0.686,1,0.06794871794871794,0.686,8,0.143,0,1.047,1.27,6.0,3.0,38.0,0.3212516814691716,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,38.0,3.46,19.61,1.0,2.65,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10252,390.0,-0.811,-0.21,1,0.03456953642384106,0.21,12,0.439,1,1.119,2.92,6.0,20.0,50.0,0.8927546689544216,3.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,150.0,3.4,9.09,1.0,5.22,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10253,330.0,0.142,0.366,1,0.11205882352941177,0.366,11,0.141,0,0.985,-3.78,23.0,10.0,33.0,0.36136284119290135,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,33.0,2.84,23.9,2.0,3.81,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO10254,90.0,-0.26,0.296,1,0.11166666666666668,0.296,4,0.075,0,0.904,-4.09,0.0,1.0,1.25,-0.5317794880839046,1.0,1,0.9840884849786887,5.0,0,0,0,1,0,0,0,6.0,5.0,3.78,21.75,3.0,0.67,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10255,900.0,-0.197,-0.275,1,0.058923076923076925,0.275,6,0.408,1,0.9,-1.55,2.0,2.0,21.333333333333332,-0.019481925503187975,3.0,0,1.0,0.0,0,0,0,1,0,0,0,5.0,64.0,2.96,7.1,1.0,3.83,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
JIO10256,780.0,-0.405,-0.138,-1,0.025462184873949578,0.138,5,0.406,0,0.896,-1.81,23.0,1.0,59.0,0.5934189022153179,4.0,0,1.0,0.0,0,0,0,0,1,0,0,4.0,118.0,2.68,11.96,0.0,3.03,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.0
JIO10257,1020.0,-0.517,0.039,1,0.4881818181818182,0.039,7,0.461,1,0.855,0.24,14.0,2.0,5.0,-0.09768431296657326,3.0,1,0.9200828618250859,1.0,0,0,0,0,0,0,1,4.0,10.0,3.43,16.63,2.0,5.37,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10258,540.0,0.248,0.346,1,0.036904761904761905,0.346,6,0.033,0,1.156,0.07,8.0,18.0,27.666666666666668,0.15533679985117993,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,83.0,3.62,11.81,4.0,3.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10259,30.0,-0.781,-0.596,1,0.04133333333333333,0.596,4,0.259,1,1.031,-4.1,17.0,31.0,44.0,0.4211219187002678,2.0,0,1.0,0.0,0,0,1,0,0,0,0,3.0,44.0,2.89,15.06,1.0,1.86,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0
JIO10260,150.0,-0.159,-0.455,1,0.0773015873015873,0.455,4,0.345,0,1.069,1.14,15.0,28.0,20.666666666666668,-0.324425665052329,1.0,0,1.0,0.0,1,0,0,0,0,0,0,5.0,62.0,4.2,16.41,4.0,4.87,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0
JIO10261,420.0,-0.756,0.534,1,0.07241379310344828,0.534,9,0.363,0,0.989,1.03,23.0,15.0,14.25,0.12916612537836997,4.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,57.0,2.86,15.68,1.0,4.2,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0
JIO10262,690.0,0.309,0.414,1,0.02,0.414,6,0.259,1,0.951,1.36,15.0,3.0,19.0,-1.1344435690241754,3.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,76.0,3.71,15.85,4.0,1.54,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO10263,60.0,-0.402,-0.581,1,0.05504424778761062,0.581,11,0.506,1,1.177,-1.46,10.0,42.0,56.0,-0.20853567446700141,1.0,0,1.0,0.0,0,0,1,0,0,0,0,4.0,112.0,2.71,16.56,2.0,6.22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10264,420.0,-1.282,-0.613,1,0.024999999999999998,0.613,11,0.177,0,0.998,2.12,4.0,46.0,81.5,0.0616011470123939,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,163.0,3.07,14.64,2.0,4.1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO10265,150.0,-0.929,-0.617,1,0.04711340206185567,0.617,9,0.478,1,0.934,4.4,10.0,44.0,96.0,-0.28672411368769735,2.0,0,1.0,0.0,1,0,0,0,0,0,0,3.0,96.0,4.46,10.56,1.0,4.57,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
JIO10266,120.0,-0.91,-0.435,1,0.03229885057471264,0.435,9,0.423,1,1.071,-0.36,1.0,18.0,43.25,0.7213439563760723,2.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,173.0,4.39,11.09,2.0,5.62,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
JIO10267,450.0,-0.267,-0.214,1,0.031640625,0.214,4,0.39,0,1.137,-0.85,7.0,26.0,42.333333333333336,-0.5005494822862214,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,127.0,3.84,21.34,6.0,4.05,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10268,510.0,0.012,0.149,1,0.032748091603053434,0.149,3,0.333,0,0.948,-1.09,3.0,12.0,43.333333333333336,-0.1540155703439443,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,130.0,4.25,24.18,5.0,4.29,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
JIO10269,180.0,0.444,-0.627,1,0.0030128205128205124,0.627,8,0.168,0,0.918,-1.94,14.0,36.0,51.666666666666664,0.04575920205013197,1.0,0,1.0,0.0,1,0,0,0,0,0,0,5.0,155.0,4.67,20.5,2.0,0.47,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10270,420.0,-0.096,-0.278,1,0.006875000000000001,0.278,7,0.326,0,1.061,0.29,16.0,22.0,39.5,0.5044456511731404,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,79.0,3.44,21.82,2.0,0.55,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
JIO10271,780.0,-0.124,-0.314,1,0.052111111111111115,0.314,10,0.103,0,0.818,3.16,1.0,35.0,29.666666666666668,-0.3525517529128037,3.0,0,1.0,0.0,0,1,0,0,0,0,0,5.0,89.0,3.71,9.26,2.0,4.69,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
JIO10272,150.0,-0.268,0.307,1,0.015638297872340425,0.307,3,0.141,0,0.955,1.34,9.0,41.0,46.5,0.4071073132542358,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,93.0,2.14,16.62,2.0,1.47,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
JIO10273,90.0,-0.026,-0.108,1,0.028170731707317074,0.108,4,0.514,0,1.188,-4.27,18.0,30.0,27.0,0.003581571356855467,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,81.0,2.36,10.4,2.0,2.31,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO10274,210.0,-0.049,-0.134,1,0.37999999999999995,0.134,7,0.032,0,0.849,0.2,0.0,0.0,5.5,-0.3435280278667828,0.0,1,1.0,4.0,0,1,0,0,0,0,0,4.0,11.0,4.39,14.85,1.0,4.56,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0
JIO10275,1050.0,-1.107,0.325,1,0.050919540229885055,0.325,7,0.431,0,0.735,-4.45,1.0,23.0,86.0,0.31173621599214474,2.0,0,1.0,0.0,0,1,0,1,1,0,0,3.0,86.0,3.73,13.99,3.0,4.43,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10276,870.0,0.154,-0.057,1,0.10833333333333334,0.057,9,0.224,0,1.041,2.64,9.0,15.0,29.0,0.0696708934507145,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,29.0,5.0,17.7,4.0,3.25,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0
JIO10277,510.0,-0.663,-0.226,1,0.024202898550724637,0.226,7,0.271,0,0.776,-3.64,11.0,4.0,45.666666666666664,-0.21007590700557813,1.0,0,1.0,0.0,0,1,0,0,0,0,0,5.0,137.0,3.46,23.04,4.0,3.34,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO10278,930.0,-0.038,0.156,1,1.142,0.156,10,0.048,0,0.967,-0.39,20.0,1.0,2.0,0.02443072974650662,1.0,1,0.8902557348951489,4.0,0,0,0,0,0,0,0,4.0,4.0,3.9,18.88,2.0,5.71,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10279,990.0,-0.57,-0.06,1,0.030864197530864196,0.06,6,0.236,0,1.096,2.6,5.0,33.0,80.0,-0.13485975890161606,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,80.0,1.82,17.67,3.0,2.5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10280,720.0,0.152,-0.279,1,0.007522935779816513,0.279,10,0.056,0,0.995,0.08,23.0,5.0,108.0,0.1897310708379368,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,108.0,2.85,14.65,4.0,0.82,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
JIO10281,390.0,-1.268,-0.196,1,0.016745562130177517,0.196,5,0.221,0,0.834,0.02,20.0,10.0,56.0,0.3817457360823663,2.0,0,1.0,0.0,0,1,0,0,1,0,0,5.0,168.0,2.87,15.69,1.0,2.83,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10282,810.0,-1.292,-0.263,-1,0.03571428571428571,0.263,3,0.219,0,1.049,-0.14,7.0,44.0,48.5,0.7051058856508732,4.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,97.0,2.84,3.66999999999989,0.0,3.5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0
JIO10283,1020.0,0.213,0.475,-1,0.01764227642276423,0.475,10,0.227,0,0.96,-0.81,16.0,39.0,122.0,-0.4332354245893971,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,122.0,3.73,13.66,0.0,2.17,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO10284,300.0,-0.026,-0.2,1,0.029603174603174603,0.2,5,0.18,0,1.091,0.98,22.0,11.0,125.0,0.8965616811296933,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,125.0,4.23,16.65,3.0,3.73,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10285,540.0,-0.633,0.061,1,0.033819444444444444,0.061,7,0.486,1,0.804,-3.68,15.0,43.0,47.666666666666664,-0.5332307298328756,3.0,0,1.0,0.0,0,1,0,0,0,0,0,5.0,143.0,2.31,11.43,1.0,4.87,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.0
JIO10286,120.0,0.406,0.624,1,0.04022727272727273,0.624,11,0.38,0,0.944,-0.5,19.0,8.0,43.0,-0.05312478326245416,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,43.0,4.23,19.48,3.0,1.77,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10287,600.0,0.259,0.5,1,0.05753846153846154,0.5,11,0.102,1,0.958,0.49,19.0,9.0,16.0,0.20591102226960178,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,64.0,2.92,17.13,4.0,3.74,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10288,300.0,0.091,-0.241,1,0.026071428571428572,0.241,6,0.098,0,0.939,-0.73,23.0,46.0,27.666666666666668,0.09834715370726142,2.0,0,1.0,0.0,1,0,0,0,0,0,0,5.0,83.0,4.97,19.84,5.0,2.19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10289,120.0,0.118,0.058,1,0.013214285714285715,0.058,12,0.185,0,0.974,5.6,16.0,27.0,27.5,-0.21794483193720782,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,55.0,2.8,19.54,2.0,0.74,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10290,300.0,0.612,0.468,1,0.007311827956989248,0.468,12,0.151,1,1.022,0.42,0.0,37.0,46.0,-0.07284278762504633,3.0,0,1.0,0.0,1,0,0,0,0,0,0,4.0,92.0,4.27,20.35,5.0,0.68,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO10291,240.0,-0.508,-0.594,-1,0.24413793103448275,0.594,9,0.167,1,0.92,-0.52,20.0,12.0,5.6,-0.02255032713059149,4.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,28.0,2.68,14.84,0.0,7.08,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1.0
JIO10292,570.0,-0.151,0.484,1,0.025096774193548388,0.484,4,0.047,0,0.885,-0.58,12.0,36.0,38.5,-0.20627766493047403,2.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,154.0,3.5,17.95,1.0,3.89,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0
JIO10293,120.0,0.281,-0.223,1,0.815,0.223,4,0.25,1,0.971,1.67,19.0,1.0,5.0,0.2973607339573586,1.0,1,0.5671311341642494,6.0,0,0,0,0,0,0,0,3.0,5.0,3.78,18.3,2.0,4.89,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10294,330.0,-0.858,-0.517,1,0.033095238095238094,0.517,7,0.466,1,0.926,-0.4,12.0,10.0,83.5,0.2749554200877665,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,167.0,3.89,11.3,2.0,5.56,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10295,930.0,0.702,0.407,1,0.07,0.407,7,0.021,0,0.884,0.52,6.0,29.0,23.0,-0.24251835834122895,3.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,46.0,2.8,21.12,2.0,3.29,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0
